_id,REC_ID,IMAGEURL,REFURL1,DIRECTION1,REFURL2,DIRECTION2,MAINROAD,CROSSROAD,OBJECTID,REFURL3,DIRECTION3,REFURL4,DIRECTION4,geometry
101,8101,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8101.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8101n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8101e.jpg,East,BAYVIEW AVE,POTTERY RD,101,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8101s.jpg,South,None,None,"{""coordinates"": [[-79.3635229974919, 43.6881609987039]], ""type"": ""MultiPoint""}"
102,8102,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8102.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8102n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8102e.jpg,East,SHEPPARD AVE E,BAYVIEW AVE,102,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8102s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8102w.jpg,West,"{""coordinates"": [[-79.3877150011279, 43.7665330068348]], ""type"": ""MultiPoint""}"
103,8103,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8103.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8103n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8103e.jpg,East,YONGE ST,LORD SEATON W YONGE RAMP,103,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8103s.jpg,South,None,None,"{""coordinates"": [[-79.4078109962111, 43.7524550047252]], ""type"": ""MultiPoint""}"
104,8104,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8104.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8104n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8104e.jpg,East,SHEPPARD AVE,YONGE ST,104,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8104s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8104w.jpg,West,"{""coordinates"": [[-79.4110470003991, 43.7612890079355]], ""type"": ""MultiPoint""}"
105,8105,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8105.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8105n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8105e.jpg,East,BATHURST ST,FORT YORK BLVD,105,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8105s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8105w.jpg,West,"{""coordinates"": [[-79.4008070060979, 43.6388950079082]], ""type"": ""MultiPoint""}"
106,8106,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8106.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8106n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8106e.jpg,East,SHEPPARD AVE W,BATHURST ST,106,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8106s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8106w.jpg,West,"{""coordinates"": [[-79.4383290068312, 43.75563800789]], ""type"": ""MultiPoint""}"
107,8107,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8107.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8107n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8107e.jpg,East,DUFFERIN ST,FINCH AVE W,107,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8107s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8107w.jpg,West,"{""coordinates"": [[-79.4671819964374, 43.7689070044526]], ""type"": ""MultiPoint""}"
108,8108,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8108.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8108n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8108e.jpg,East,KEELE ST,ST CLAIR AVE W,108,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8108s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8108w.jpg,West,"{""coordinates"": [[-79.4674010077901, 43.6724620027878]], ""type"": ""MultiPoint""}"
109,8109,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8109.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8109n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8109e.jpg,East,KEELE ST,STEELES AVE W,109,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8109s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8109w.jpg,West,"{""coordinates"": [[-79.494116999982, 43.7814840033928]], ""type"": ""MultiPoint""}"
110,8110,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8110.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8110n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8110e.jpg,East,BLACK CREEK DR,LAWRENCE AVE W,110,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8110s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8110w.jpg,West,"{""coordinates"": [[-79.4941649937678, 43.7047710007162]], ""type"": ""MultiPoint""}"
111,8111,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8111.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8111n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8111e.jpg,East,RATHBURN RD,THE WEST MALL,111,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8111s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8111w.jpg,West,"{""coordinates"": [[-79.5722609993288, 43.6529010078677]], ""type"": ""MultiPoint""}"
112,8112,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8112.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8112n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8112e.jpg,East,RATHBURN RD,RENFORTH DR,112,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8112s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8112w.jpg,West,"{""coordinates"": [[-79.5792050011891, 43.6513690030528]], ""type"": ""MultiPoint""}"
113,8113,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8113.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8113n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8113e.jpg,East,BAY ST,QUEEN ST W,113,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8113s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8113w.jpg,West,"{""coordinates"": [[-79.3816090020626, 43.6519740075906]], ""type"": ""MultiPoint""}"
114,8114,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8114.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8114n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8114e.jpg,East,BAY ST,QUEEN ST W,114,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8114s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8114w.jpg,West,"{""coordinates"": [[-79.382304995923, 43.651957002608]], ""type"": ""MultiPoint""}"
115,8115,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8115.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8115n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8115e.jpg,East,QUEENS QUAY W,BAY ST / HARBOUR SQ,115,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8115s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8115w.jpg,West,"{""coordinates"": [[-79.3768619992337, 43.6410650075523]], ""type"": ""MultiPoint""}"
116,8116,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8116.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8116n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8116e.jpg,East,BLOOR ST W,KEELE ST / PARKSIDE DR,116,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8116s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8116w.jpg,West,"{""coordinates"": [[-79.4602409951327, 43.6547530021496]], ""type"": ""MultiPoint""}"
117,8117,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8117.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8117n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8117e.jpg,East,BLOOR ST W,KEELE ST / PARKSIDE DR,117,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8117s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8117w.jpg,West,"{""coordinates"": [[-79.4598189937303, 43.6545739976846]], ""type"": ""MultiPoint""}"
118,8118,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8118.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8118n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8118e.jpg,East,STEELES AVE W,DUFFERIN ST,118,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8118s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8118w.jpg,West,"{""coordinates"": [[-79.4699609892263, 43.787509006058]], ""type"": ""MultiPoint""}"
119,8119,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8119.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8119n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8119e.jpg,East,DUNDAS ST W,THE WEST MALL,119,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8119w.jpg,West,"{""coordinates"": [[-79.5594900029747, 43.6281210063405]], ""type"": ""MultiPoint""}"
120,8120,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8120.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8120n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8120e.jpg,East,ELLESMERE RD,BIRCHMOUNT RD,120,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8120s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8120w.jpg,West,"{""coordinates"": [[-79.2915649999591, 43.7632260008421]], ""type"": ""MultiPoint""}"
121,8121,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8121.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8121n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8121e.jpg,East,MCCOWAN RD,ELLESMERE RD,121,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8121s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8121w.jpg,West,"{""coordinates"": [[-79.2516109988249, 43.771928005528]], ""type"": ""MultiPoint""}"
122,8122,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8122.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8122n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8122e.jpg,East,MARKHAM RD,ELLESMERE RD,122,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8122s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8122w.jpg,West,"{""coordinates"": [[-79.2314420031863, 43.7764070076806]], ""type"": ""MultiPoint""}"
123,8123,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8123.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8123n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8123e.jpg,East,BROWNS LINE,EVANS BROWNS LN RAMP,123,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8123s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8123w.jpg,West,"{""coordinates"": [[-79.5484940050549, 43.6091070005587]], ""type"": ""MultiPoint""}"
124,8124,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8124.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8124n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8124e.jpg,East,KIPLING AVE,EVANS AVE,124,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8124s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8124w.jpg,West,"{""coordinates"": [[-79.5245580058068, 43.6160960061787]], ""type"": ""MultiPoint""}"
125,8125,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8125.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8125n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8125e.jpg,East,KEELE ST,FLORAL PKWY / 401 C E KEELE ST RAMP,125,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8125s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8125w.jpg,West,"{""coordinates"": [[-79.4809789980109, 43.7214200027604]], ""type"": ""MultiPoint""}"
126,8126,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8126.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8126n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8126e.jpg,East,BAYVIEW AVE,401 C E BAYVIEW RAMP,126,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8126s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8126w.jpg,West,"{""coordinates"": [[-79.3867279956159, 43.7619370022874]], ""type"": ""MultiPoint""}"
127,8127,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8127.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8127n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8127e.jpg,East,VICTORIA PARK AVE,401 C E VICTORIA PR RAMP,127,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8127s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8127w.jpg,West,"{""coordinates"": [[-79.3194100080628, 43.7669629980857]], ""type"": ""MultiPoint""}"
128,8128,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8128.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8128n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8128e.jpg,East,KEELE ST,SHEPPARD AVE W,128,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8128s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8128w.jpg,West,"{""coordinates"": [[-79.4861479988486, 43.7447330060769]], ""type"": ""MultiPoint""}"
129,8129,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8129.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8129n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8129e.jpg,East,KEELE ST,WILSON AVE,129,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8129s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8129w.jpg,West,"{""coordinates"": [[-79.4817630039992, 43.7266450111262]], ""type"": ""MultiPoint""}"
130,8130,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8130.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130e.jpg,East,DUNDAS ST W,KEELE ST,130,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8130w.jpg,West,"{""coordinates"": [[-79.4646509968386, 43.6653520055123]], ""type"": ""MultiPoint""}"
131,8131,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8131.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131e.jpg,East,KING ST W,JAMESON AVE,131,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8131w.jpg,West,"{""coordinates"": [[-79.4358309963938, 43.6371380026045]], ""type"": ""MultiPoint""}"
132,8132,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8132.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132e.jpg,East,KING ST W,DUFFERIN ST,132,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8132w.jpg,West,"{""coordinates"": [[-79.4271710096162, 43.6389119994195]], ""type"": ""MultiPoint""}"
133,8133,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8133.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133e.jpg,East,KING ST W,STRACHAN AVE,133,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8133w.jpg,West,"{""coordinates"": [[-79.4119000078303, 43.6421910016468]], ""type"": ""MultiPoint""}"
134,8134,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8134.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8134n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8134e.jpg,East,KING ST W,STRACHAN AVE,134,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8134s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8134w.jpg,West,"{""coordinates"": [[-79.4120949972405, 43.6419490057919]], ""type"": ""MultiPoint""}"
135,8135,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8135.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8135n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8135e.jpg,East,KING ST W,BATHURST ST,135,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8135s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8135w.jpg,West,"{""coordinates"": [[-79.402860999446, 43.6440469982846]], ""type"": ""MultiPoint""}"
136,8136,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8136.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8136n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8136e.jpg,East,KING ST W,BATHURST ST,136,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8136s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8136w.jpg,West,"{""coordinates"": [[-79.4029530009815, 43.6439290054442]], ""type"": ""MultiPoint""}"
137,8137,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8137.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8137n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8137e.jpg,East,SPADINA AVE,KING ST W,137,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8137s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8137w.jpg,West,"{""coordinates"": [[-79.3952310032694, 43.6453610041107]], ""type"": ""MultiPoint""}"
138,8138,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8138.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8138n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8138e.jpg,East,SPADINA AVE,KING ST W,138,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8138s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8138w.jpg,West,"{""coordinates"": [[-79.3947659987253, 43.6453960063821]], ""type"": ""MultiPoint""}"
139,8139,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8139.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8139e.jpg,East,O CONNOR DR,WOODBINE AVE,139,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8139s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8139w.jpg,West,"{""coordinates"": [[-79.3191310017128, 43.6999420062013]], ""type"": ""MultiPoint""}"
140,8140,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8140.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8140n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8140e.jpg,East,O CONNOR DR,ST CLAIR AVE E,140,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8140s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8140w.jpg,West,"{""coordinates"": [[-79.3125710007629, 43.7055150106761]], ""type"": ""MultiPoint""}"
141,8141,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8141.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8141e.jpg,East,QUEEN ST W,LANSDOWNE AVE / JAMESON AVE,141,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8141s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8141w.jpg,West,"{""coordinates"": [[-79.4373439960441, 43.6405150072128]], ""type"": ""MultiPoint""}"
142,8142,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8142.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8142n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8142e.jpg,East,QUEEN ST W,DUFFERIN ST,142,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8142s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8142w.jpg,West,"{""coordinates"": [[-79.428794998704, 43.6421420052866]], ""type"": ""MultiPoint""}"
143,8143,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8143.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8143n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8143e.jpg,East,QUEEN ST W,DUFFERIN ST,143,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8143s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8143w.jpg,West,"{""coordinates"": [[-79.4286819972819, 43.6420979991384]], ""type"": ""MultiPoint""}"
144,8144,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8144.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8144e.jpg,East,QUEEN ST W,STRACHAN AVE,144,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8144s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8144w.jpg,West,"{""coordinates"": [[-79.4131499993241, 43.6454130088093]], ""type"": ""MultiPoint""}"
145,8145,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8145.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8145n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8145e.jpg,East,BATHURST ST,QUEEN ST W,145,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8145s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc8145w.jpg,West,"{""coordinates"": [[-79.4041109891262, 43.647310005401]], ""type"": ""MultiPoint""}"
